"Date","Price","Open","High","Low","Vol.","Change %"
"10/16/2011","2,335.93","2,359.53","2,375.26","2,274.49","1.19B","-1.52%"
"10/09/2011","2,371.94","2,241.17","2,371.94","2,237.48","966.41M","7.68%"
"10/02/2011","2,202.76","2,128.02","2,227.38","2,042.90","1.45B","2.97%"
"09/25/2011","2,139.18","2,216.66","2,290.71","2,139.17","1.31B","-3.07%"
"09/18/2011","2,206.86","2,277.64","2,337.70","2,151.48","1.38B","-4.30%"
"09/11/2011","2,306.09","2,145.78","2,308.96","2,139.58","1.51B","6.58%"
"09/04/2011","2,163.66","2,116.48","2,244.51","2,112.84","988.40M","-0.19%"
"08/28/2011","2,167.83","2,188.67","2,268.07","2,156.99","1.04B","0.27%"
"08/21/2011","2,161.97","2,084.27","2,169.41","2,038.14","1.17B","6.07%"
"08/14/2011","2,038.22","2,189.49","2,214.26","2,035.30","1.36B","-6.59%"
"08/07/2011","2,182.05","2,127.87","2,195.25","2,034.92","2.13B","-0.56%"
"07/31/2011","2,194.38","2,391.42","2,396.50","2,131.52","1.62B","-7.13%"
"07/24/2011","2,362.81","2,408.65","2,438.44","2,341.82","1.14B","-2.75%"
"07/17/2011","2,429.50","2,346.53","2,432.84","2,322.62","1.08B","3.09%"
"07/10/2011","2,356.67","2,380.56","2,392.09","2,318.20","1.13B","-2.05%"
"07/03/2011","2,405.89","2,363.08","2,418.99","2,357.31","728.71M","1.88%"
"06/26/2011","2,361.39","2,217.63","2,363.36","2,215.14","984.63M","6.51%"
"06/19/2011","2,217.06","2,187.21","2,256.70","2,186.77","1.25B","1.10%"
"06/12/2011","2,192.96","2,225.21","2,256.46","2,180.94","1.32B","-1.27%"
"06/05/2011","2,221.09","2,288.61","2,299.40","2,220.83","1.10B","-3.11%"
"05/29/2011","2,292.31","2,359.05","2,373.82","2,289.41","987.61M","-1.87%"
"05/22/2011","2,336.09","2,318.16","2,339.10","2,298.72","999.39M","-0.65%"
"05/15/2011","2,351.43","2,368.47","2,375.36","2,320.33","1.20B","-1.17%"
"05/08/2011","2,379.24","2,384.20","2,415.90","2,372.19","1.24B","-0.17%"
"05/01/2011","2,383.18","2,410.24","2,417.83","2,366.73","1.21B","-0.87%"
"04/24/2011","2,404.08","2,377.91","2,415.85","2,375.12","1.48B","1.13%"
"04/17/2011","2,377.30","2,281.92","2,381.20","2,254.88","858.75M","3.02%"
"04/10/2011","2,307.58","2,330.26","2,333.98","2,288.68","960.61M","-0.59%"
"04/03/2011","2,321.18","2,347.71","2,352.25","2,313.33","975.20M","-0.93%"
"03/27/2011","2,342.92","2,325.13","2,359.16","2,291.78","971.99M","1.15%"
"03/20/2011","2,316.36","2,250.89","2,331.63","2,234.94","940.93M","4.29%"
"03/13/2011","2,221.07","2,286.77","2,302.92","2,188.92","1.42B","-3.40%"
"03/06/2011","2,299.26","2,367.92","2,370.91","2,275.07","1.10B","-2.57%"
"02/27/2011","2,359.96","2,354.87","2,375.67","2,308.05","1.09B","0.58%"
"02/20/2011","2,346.29","2,353.81","2,366.43","2,284.65","954.34M","-1.93%"
"02/13/2011","2,392.47","2,379.52","2,403.52","2,371.19","1.12B","0.56%"
"02/06/2011","2,379.15","2,340.44","2,381.40","2,338.87","1.13B","1.75%"
